channel,time_on_page,device_tier,loan_amount_requested,hour_of_day,monthly_income,existing_emi,rent,total_obligations,dti_ratio,avg_monthly_balance,bounce_count_6m,income_stability_score,converted,defaulted
web,53.406436573517546,low,51844.8685045886,14,24190.078458581906,5207.677206666055,3083.280517462302,8290.957724128357,0.34274207660483946,8305.577724011571,1,0.7404804027033548,1,0
app,140.8429927297163,low,158512.21356104454,8,57838.21749922919,3348.367229766401,17792.42074715193,21140.78797691833,0.3655158974634734,24446.583870125527,0,0.8124765739920954,1,0
sms,46.91683640364498,mid,192491.52134161783,7,24441.328271371298,9109.139689166497,7267.414099402598,16376.553788569096,0.6700353436908475,39818.439793707155,1,0.7565687740633434,0,0
web,24.92086927202333,mid,45833.10805436028,19,36599.4740279516,16810.314097821596,3029.2405504328676,19839.554648254463,0.5420721246732312,41820.511181658265,1,0.8165757660697595,0,0
web,99.639426701792,high,131606.33547076365,13,46635.70663512935,16914.535366690234,4290.7357319087405,21205.271098598976,0.4547003278947992,41731.418117286186,0,0.8629177474027537,1,0
whatsapp,20.740047285228105,high,165535.1127644812,11,59918.91184895365,19330.178421033033,32196.97250879868,51527.15092983171,0.8599480421093715,40699.96764196055,1,0.7892497025746114,0,0
whatsapp,44.306559044014435,high,174123.47223345883,14,28425.37186333444,5110.920156495439,3545.188783708388,8656.108940203827,0.30452051715704176,54989.874192604584,3,0.7446991403282888,1,0
whatsapp,67.91932030208265,mid,25593.425943690636,3,25976.44565606055,14980.354691171564,14125.691255217447,29106.04594638901,1.120478387681122,27086.578177221134,2,0.949462091361494,1,1
web,52.89544302277648,high,70008.22698680428,3,13303.080770935832,3203.0728037987697,3317.6153189658494,6520.688122764619,0.4901637624429689,16154.098148317249,0,0.5990814346897058,0,0
app,386.95030796067647,mid,12446.70251617557,21,28876.369269988674,3160.116555242159,3495.3030458130347,6655.419601055193,0.23047979262310506,56940.35654413917,0,0.44909400794800236,1,1
app,91.06234754620337,mid,225953.30475358924,1,188355.17702640814,50921.92448799521,8368.707310920165,59290.631798915376,0.31478100435010925,292932.58515445114,1,0.48341998820655724,1,1
web,60.357445825721285,high,85071.3239809807,3,32101.746530014465,7024.237920409998,5254.655596667774,12278.893517077773,0.3824992358467868,28247.211410617776,2,0.7244764436937062,0,0
web,39.73431147491107,mid,52041.409122712495,19,17587.6977649451,5122.563953600412,2625.6114213985275,7748.175374998939,0.4405451741638525,21134.437780682612,0,0.540293917491534,1,0
sms,85.37263317060905,low,48292.138744033204,23,33190.97322414318,2521.030741370601,1577.4579655594039,4098.488706930005,0.12348202866039361,30252.141156409656,0,0.9316428188784202,0,0
whatsapp,144.92422418663995,mid,72478.8024991879,17,51837.5765813435,18380.905053362414,28868.98685328899,47249.891906651406,0.9114988589890366,62034.908582933014,1,0.8346301400534297,1,1
web,13.865821588216757,mid,192679.09121488253,14,26535.893623293377,8123.562578338265,3752.273307439996,11875.83588577826,0.4475385699976418,36203.03633195855,1,0.9159194708150272,0,0
whatsapp,83.74499363918537,low,56801.723856722194,7,20787.449933168566,10537.257758113366,2027.763275760774,12565.02103387414,0.6044522572162796,40652.28490206923,0,0.9636229499004894,0,0
whatsapp,57.64477320900609,mid,243448.45356316576,9,127553.10375064722,29270.02842339819,10464.540351310396,39734.56877470859,0.31151393111049225,193494.81763081902,0,0.7755310610664361,1,0
whatsapp,114.75580011920994,low,37976.96247157531,1,43738.4109163363,14200.141711054888,5795.795027897378,19995.936738952267,0.4571710841804676,63631.15945630431,0,0.4976348285441231,1,0
whatsapp,68.55920096278089,high,335800.5097672454,8,78105.52819171899,30998.200786142264,11638.492530643483,42636.69331678575,0.5458857305481514,29220.353123158467,0,0.8179713591013574,1,0
app,93.32218399925452,low,73528.95752469085,15,29728.12815018123,6663.303111930112,615.4910741892328,7278.794186119345,0.2448453582192652,23032.62989465832,0,0.9270161430374456,1,0
web,227.74336918732902,mid,246828.63297842842,21,88141.48340494522,42874.61162664274,12470.805454902813,55345.41708154556,0.6279156526930018,62165.2738406691,1,0.3549877287557842,0,1
whatsapp,117.41827711845059,low,226201.08843305748,11,57165.98119984158,13180.911663525072,10901.380105720978,24082.29176924605,0.4212696303603862,21785.024040189266,0,0.8057152264501415,1,0
web,52.62826868482327,high,225653.89157904618,4,46891.298836833776,11364.192532049967,8924.062710073786,20288.255242123752,0.4326656702924817,82965.0082352145,1,0.7852253007728033,0,0
app,28.284217266432936,low,101449.37301487666,6,19645.98201090301,2107.3202316460493,3351.6865034910265,5459.006735137076,0.27786886560862517,32687.37561006929,0,0.8208759009168783,1,0
whatsapp,57.76290827550447,low,42274.29104487396,14,25138.158511467544,1471.4971252266323,2293.281243633845,3764.7783688604773,0.14976349071643644,40784.0931648102,0,0.8331262505738651,1,0
app,28.6865673383081,high,123071.06150325459,12,45480.00524452723,18115.70755571882,5578.878820803012,23694.58637652183,0.5209890862836496,23550.77236151624,0,0.7641046086500691,0,0
whatsapp,73.19918777319327,low,61533.54524336539,7,30526.75664267616,2565.8867123791233,15659.02190503772,18224.908617416844,0.5970142465753656,39058.19234624028,1,0.9467511302269203,1,0
app,73.36021890440973,high,226835.82315944336,23,43751.02080038681,6857.8279447135355,32791.91566557423,39649.74361028777,0.906258708595371,50280.631504052304,1,0.7842805335992251,1,1
app,17.11285601788882,high,119098.1256360348,18,28612.78665781154,1962.7409008679083,3582.600122051676,5545.341022919584,0.19380639464578883,37270.31378707309,0,0.6176567123839823,1,0
whatsapp,71.70965224420237,mid,108581.09006730015,18,44835.17780275216,19505.9408586347,4693.989468510413,24199.930327145114,0.53975319187113,72502.14514645666,0,0.6420363023705093,1,0
whatsapp,183.593904189539,low,64240.377808746285,4,26170.14621369638,10245.187734922887,3370.1711637995054,13615.358898722392,0.5202630045527477,9658.03881274742,1,0.6212940691972019,1,0
app,69.76770501009032,mid,79901.88512354287,20,45484.68662347867,14112.566732408433,3517.9657150742437,17630.532447482678,0.3876146843316273,24743.379818900437,0,0.4704567462971697,1,0
sms,48.16825901814021,mid,149099.48744015652,17,21932.91949040624,10195.15821685494,2476.888074081126,12672.046290936065,0.5777637717805417,15490.719031260749,2,0.8771063821261661,0,0
whatsapp,111.08573218183794,mid,134389.5435553368,20,30595.272836363947,9174.739483890004,6762.773365094787,15937.51284898479,0.5209142253519077,32034.8857118215,0,0.4957818829906994,1,1
web,58.74768128311679,low,165674.0692381333,16,32614.006385776036,3906.5464289131423,2074.329094411173,5980.8755233243155,0.18338364972948426,40907.915505517914,1,0.9026514055844214,1,0
web,62.46655490220431,low,173592.46718684255,6,23134.711750702783,6809.859874704159,3077.8577471083076,9887.717621812466,0.4273974851453292,17335.897710916506,0,0.7475028516232969,0,1
sms,140.84789894484197,high,182892.15971041593,13,26347.568487677472,8912.930466398342,4042.160015267708,12955.09048166605,0.49169966054837405,10473.560996664679,0,0.7094454919643968,1,0
web,30.499133399584682,mid,47109.3975363458,14,41773.975129070684,17779.87298948906,20773.167289586687,38553.04027907575,0.922896137127408,46498.46911063499,0,0.6649332574921027,0,0
app,124.99435095285315,high,138287.4524532386,22,51736.64518707678,13667.285180897246,3221.889324859172,16889.17450575642,0.32644510374969465,15884.8738277078,0,0.8543545242296118,1,0
web,16.204613927304475,mid,132615.323153803,16,41165.605962379865,3680.3800054018025,17193.71821506331,20874.09822046511,0.5070761800407211,35178.786621733925,1,0.7847426845737844,0,0
web,244.9999493045309,high,36803.63969481065,2,46787.90244414195,14192.602328966399,13278.988406956867,27471.590735923266,0.5871515776694715,13075.535347259534,0,0.9690565235761244,1,0
app,31.300169464842654,high,143325.78352554023,23,37907.436832255735,22951.555093139785,16182.874279204541,39134.429372344326,1.032368121999864,22511.101181409336,1,0.8132249689623413,0,0
whatsapp,70.8703039610973,low,224555.71313108137,12,25656.495675145805,15978.843849996825,10815.203782281405,26794.04763227823,1.0443377759587957,10218.117110980178,1,0.4578935661314479,0,0
whatsapp,164.41817027642472,mid,145474.58761587302,10,15314.73697589143,1264.7500656579202,5637.611953249037,6902.362018906957,0.45070065713650226,15367.436437075168,0,0.7724484590548625,1,0
web,16.644976322971214,mid,39521.47054964987,2,27867.766954144165,6526.362549776745,4999.788305953862,11526.150855730608,0.4136015230318472,17379.942452832107,0,0.6035404831408646,0,0
web,43.722928451747876,mid,61695.35176148619,5,34172.93456044362,16218.187159606981,8976.13295630125,25194.32011590823,0.737259484442157,10200.310854916142,0,0.8891777777987504,0,0
whatsapp,118.22111399347484,high,126976.50203285235,5,26531.88042518288,16135.546806669012,2056.6033844234926,18192.150191092504,0.6856713470570794,19545.172306805365,0,0.4813371395507723,1,1
app,10.83580357220872,mid,54757.44113399319,21,78938.88695021544,16018.644757353932,2465.4237641565296,18484.06852151046,0.2341566905189308,142628.0092131035,1,0.5704490930899391,0,0
app,94.92220189858858,mid,152449.8584349742,20,41697.56858264041,5921.541780045925,1739.4512102264166,7660.992990272342,0.18372757095150571,71566.1914274384,2,0.8319871858706285,1,0
whatsapp,85.07178237216786,low,109582.7036914453,5,34691.14822633785,15952.763491365915,647.5395444874334,16600.303035853347,0.4785169671394802,62065.5976149496,0,0.4898672281482135,1,0
sms,9.253103064776042,mid,180365.3192608168,5,47740.499937485285,9338.980746630443,23984.046396578877,33323.02714320932,0.6980033134727286,43199.41306540428,0,0.6737339627266794,1,0
whatsapp,7.684003066432253,mid,89638.06912182043,5,99830.43767360089,6144.539672869296,29092.40626621653,35236.945939085825,0.3529679600754056,177885.94442288243,0,0.5596045912807035,0,0
whatsapp,6.612474659990342,low,128781.96621722289,23,31546.81221067553,1202.3568372626376,2288.6297179160683,3490.986555178706,0.1106605171979103,60339.90779427666,1,0.3183600642096599,0,1
app,82.13566720933787,low,67932.9445508748,13,22423.814605891985,9156.965692203312,1876.3617687049777,11033.32746090829,0.49203615240420423,43154.18276392558,0,0.4918056932306058,0,0
web,35.588287259294866,low,300778.9672963264,10,42655.995732982046,14375.72838358656,13070.69139251409,27446.41977610065,0.6434363869480323,18069.082393598965,1,0.8501558805516748,0,0
whatsapp,14.966620010400046,low,106934.59950488874,15,20442.16090424921,2671.6764797481756,13468.902205743228,16140.578685491404,0.7895730182877263,34390.838384719566,1,0.5659481735220445,1,0
web,131.24589691915236,low,45345.66741321925,21,22546.174302881638,5813.054218701341,656.7961279040065,6469.850346605347,0.28696000748022393,18166.356737605307,0,0.6981567764165932,0,0
app,173.09752915811407,mid,195521.21908438703,18,74013.47245092342,11887.706064944925,10759.245202619353,22646.951267564276,0.3059841744701403,74720.30716257951,0,0.849232782773843,0,0
whatsapp,165.91889743325365,low,87519.56204286913,6,69418.17057744703,27459.06642841199,21819.1185976973,49278.18502610929,0.7098744408876582,95801.04969553211,0,0.80048113570594,1,0
whatsapp,71.131933063249,mid,189814.55185494674,5,50267.84551839135,17061.13372997722,3048.164474461429,20109.298204438648,0.40004296975650805,78607.54414664526,1,0.9304086536869384,1,0
app,8.093437312795611,high,88614.767424786,10,44131.80124142233,24409.154149090118,12771.025099952416,37180.179249042536,0.8424804382139072,80304.31436677073,0,0.9693286310436355,1,0
whatsapp,14.303828904398818,mid,21406.149778520707,3,19722.120649610857,5310.299564566259,3874.5843288611486,9184.883893427406,0.4657148212714456,37946.48671453652,1,0.46088352052868725,1,1
sms,23.046083614707143,high,54153.45195802967,0,24237.983562796086,1063.4734156057518,4687.20305705968,5750.676472665432,0.23725886511006594,38440.85613123787,0,0.6306350272529927,0,0
web,37.50370128717535,high,105627.64534669295,21,70369.32436160897,42124.00231210425,23038.2701202319,65162.27243233615,0.9260039516293322,44503.583512189456,0,0.9036778101213376,0,0
sms,162.82004120866432,high,43232.680604237416,8,28184.82409913054,7124.838871197862,1351.7248586131689,8476.56372981103,0.3007492152513565,31429.67354236326,2,0.6696292587560743,1,0
whatsapp,86.88907900094983,high,86241.77866651643,12,24343.948332208463,17550.368466511092,3487.1335775738867,21037.50204408498,0.8641778957545329,20016.442065823336,2,0.6697579475392542,0,1
sms,68.00081598403577,low,175937.8034294093,7,33025.33355165506,3520.7725288813763,10674.794863476192,14195.567392357569,0.4298387288096341,58030.56226850906,1,0.7629229159477394,1,0
app,73.8095308543055,low,140972.97484080496,1,48461.22139535491,21582.865171700705,17284.27939007617,38867.14456177688,0.8020256907000359,52896.64664833629,1,0.7562159730226125,1,0
whatsapp,126.05708237244639,mid,116408.92960283998,15,32736.62273029693,12276.354911808092,11821.16176542082,24097.516677228912,0.7361027090594553,57020.18807801664,1,0.5943357680647783,1,1
whatsapp,120.50952013745358,low,87835.73582214462,18,33223.31471369505,9856.503283557377,15407.99536907907,25264.498652636445,0.7604448523681508,64906.27418860744,2,0.6871289487638884,0,0
whatsapp,67.32421663830377,high,233506.2820530954,7,12221.648849123167,827.4637934867975,5922.243517028459,6749.707310515257,0.5522746884516739,8771.931482635215,0,0.5993514436019195,1,0
web,144.32665824454443,low,118468.47176643438,11,35052.20315878168,5992.828213201247,12523.389667849216,18516.217881050463,0.52824690639771,8854.417391276038,0,0.4315484349216841,0,0
app,44.41373447132061,mid,68660.98537891361,10,59796.82011709289,7022.178500507773,11871.672908377639,18893.851408885414,0.3159674941223943,35027.79194460899,0,0.6059114637859413,1,0
whatsapp,115.5501349813116,high,172604.0076718355,8,35091.06467445839,19047.300558767038,11159.711824766255,30207.012383533292,0.8608177797899637,47427.08816657626,0,0.677019474532501,1,0
app,141.59245257817471,high,147854.0034245067,23,102228.77083754328,20798.898329343276,19461.730529364253,40260.628858707525,0.39382874829520986,169328.39852215754,0,0.6714924923587232,1,0
whatsapp,125.28357938763493,mid,61497.11285566266,9,25307.164635534373,2956.653862297185,13443.515342704994,16400.169205002177,0.6480445139229197,39153.49784624138,2,0.666199613190538,1,0
app,27.35981717856562,high,208610.67944928585,0,28431.15804269395,10844.790590787165,1801.322591455528,12646.113182242692,0.4447976815876625,46778.82927036909,0,0.8106499247874595,1,0
app,55.674226053926326,mid,120500.75016341802,18,25971.018030634612,4506.997429365394,1223.73761379706,5730.7350431624545,0.22065885274126168,48418.12482120218,1,0.7608029560615873,0,0
web,10.13076118552198,high,130064.32616123601,23,25610.707555490597,6882.065346490864,3653.6874035942014,10535.752750085065,0.41138077607802515,15466.036798647461,0,0.538065971633093,0,0
web,19.12475075777749,high,216460.49726354535,16,47498.91137601878,26891.057250151436,12850.440970461443,39741.49822061288,0.8366822958531538,13778.710834694173,1,0.5146216383507854,0,0
app,52.83541404540985,high,40098.5087586959,22,31651.681911419873,11477.8132208353,3617.189566783769,15095.002787619069,0.47690997368998633,25038.487831493185,1,0.7689922365663729,1,0
app,70.06755765716395,low,64067.96217731632,3,96006.50344784239,33799.14917510294,1491.3677006646112,35290.51687576755,0.3675846490434878,166747.0594641661,0,0.6612146957903582,1,0
app,86.62691218410748,high,218415.09801752697,11,41092.84954710589,5358.920582523086,14816.953603945105,20175.87418646819,0.49098260181105274,62053.45340670775,1,0.7812160825409225,1,0
web,18.720876719839378,high,60757.79379041902,22,23482.497084117174,1106.668667470211,4588.746114256134,5695.414781726346,0.2425387198526917,6092.1865010482525,2,0.7036348898763924,0,1
whatsapp,59.01043366806523,mid,108694.62538248555,19,22107.974284132917,13829.376500612367,2566.573449688594,16395.94995030096,0.7416305872071,10576.515208366074,1,0.8997597212380666,0,0
whatsapp,129.558902724043,low,236169.4791674109,7,83562.13849224683,4127.494086026153,3614.407143911678,7741.901229937831,0.09264843348469534,156551.3254567368,0,0.5840209076747227,1,0
whatsapp,79.51604661541562,mid,50515.43246312725,21,40552.78413741243,8930.897494906367,9384.607650475904,18315.50514538227,0.45164605920324696,44329.24685903831,1,0.6741849744375955,0,0
app,98.24430911297681,low,22997.026679925722,15,69746.31309733396,36345.91278602235,6444.574132070496,42790.48691809285,0.613516113151055,94309.78149187617,1,0.6315554379090864,1,1
app,70.10578941020151,mid,46111.785503142906,23,37599.77726739504,6024.678759170894,10684.095090145274,16708.773849316167,0.444384915646969,13899.421085113165,2,0.8329186141020944,0,0
web,34.76244948679267,high,107796.5841529521,0,36604.943888063055,9644.993651801908,12148.602647190439,21793.596298992346,0.5953730284531124,45325.23269245414,2,0.8860189766652332,0,1
whatsapp,25.283544245650802,mid,93299.17647443552,8,70961.28748827637,7217.676959847743,5877.819970648717,13095.49693049646,0.18454424086738827,122269.86182307766,0,0.7863448127242046,1,0
app,55.63281487163539,mid,86829.84486275936,10,43756.5370308155,19673.745295553766,3594.7784345321743,23268.52373008594,0.5317725146690448,79828.80812812039,1,0.8578777733615831,1,0
web,106.97431870294193,mid,81600.26749888962,11,43516.362397479636,9070.754238062513,3537.9054268565033,12608.659664919016,0.2897452583410161,43996.09857940577,0,0.9409610734498197,1,0
web,30.003887384126507,mid,60165.16499862402,8,29654.307701138776,5010.849920973687,15381.77278598582,20392.622706959508,0.6876782595122393,37256.80975263768,0,0.6217531488229959,0,1
app,43.283459583655606,high,83524.86875380493,5,56145.94985809931,2013.1954227885583,10078.211783992025,12091.407206780583,0.21535671294794814,84984.51645204872,1,0.5974450602190595,0,0
app,67.04346616940002,mid,137245.63659413715,8,34991.7821825329,5678.385073289031,7007.914162257632,12686.299235546663,0.36255081748535156,32128.29729945758,2,0.7649137086286267,1,0
whatsapp,195.27417678741938,mid,163972.26112214685,5,27514.411165243368,9782.615962478654,8511.741122671723,18294.357085150375,0.6649009122993732,19975.103915475902,1,0.8144203029555608,1,0
sms,83.73496833465569,mid,145782.68476383673,5,106536.53839330944,16462.863797815113,15031.966406086272,31494.830203901387,0.29562468124906977,38377.339350639566,0,0.950283864682211,0,0
whatsapp,81.88875556077056,mid,82243.81805437733,19,31263.15888368318,19150.181019278178,12846.192196763172,31996.37321604135,1.023452982953071,17249.9873020986,0,0.7779423559986975,1,0
sms,49.17631241364503,mid,94020.84088463729,2,24460.588051297236,10525.6879865485,4422.044675027552,14947.732661576054,0.6110945750866084,48158.544800315925,0,0.2567914299121,1,0
web,200.30896355164236,high,176193.91181349626,2,64133.00835050287,20625.195504812345,3715.0959449067577,24340.2914497191,0.37952829713980274,113393.17804413158,1,0.7408540173343651,1,0
app,71.60179826681612,low,174761.9730956716,15,50988.85444455018,16917.67044090264,13900.484666581786,30818.155107484425,0.6044096389927495,41993.32587489289,0,0.725758046790589,0,0
whatsapp,133.24227787889936,mid,285873.59805624775,1,26070.4560254713,10008.22937176541,11178.656274339706,21186.88564610512,0.812677984052337,44176.19424926047,0,0.7710504221271741,1,0
app,25.35206697734413,high,87316.55643253947,3,34911.59840990605,6698.285048979572,1250.9433446039966,7949.2283935835685,0.2276959164186536,55042.041018510994,0,0.7781019713351021,0,0
app,60.632253470395916,low,43783.86044807265,8,50739.6195964661,16458.16600052571,13006.94178379199,29465.1077843177,0.5807120356568436,98512.57955299408,1,0.7386477166625949,0,0
whatsapp,355.70411386312065,mid,112730.06099015841,6,40362.286724427584,9646.79374934827,4082.0269115664164,13728.820660914686,0.34013981305489044,10936.001085057447,0,0.7017652867832722,1,0
web,73.03535719706551,mid,150680.02828370326,2,53798.328185012164,9845.153393420025,23672.578973555883,33517.732366975906,0.6230255381116789,66828.84678473523,1,0.481152447543043,0,0
sms,47.57938144208481,high,183009.63448397757,23,36196.132280862264,6382.456477483537,8203.909625027067,14586.366102510605,0.4029813458887914,52897.35053892202,0,0.9396856699819631,0,0
app,136.7835698858195,mid,76240.28711415072,12,54668.32901882897,11849.17156982342,7451.573437870365,19300.745007693786,0.35305167277101496,92551.36837789154,0,0.9569669499342224,1,0
web,51.6393754036327,high,124160.45595013256,13,31117.901892915565,2339.270302835335,3754.0265214891238,6093.296824324459,0.1958132281955579,51183.290658243466,1,0.6323681650210994,1,0
whatsapp,54.50079133016362,mid,160210.89661996264,8,26292.24037234045,6468.791982417899,5233.2782944223945,11702.070276840293,0.4450769546877763,18351.355180925835,2,0.47702231106675536,1,0
app,11.237140614978909,mid,106992.37503480633,0,61482.17831107927,2897.1807759225394,10906.58079599749,13803.76157192003,0.22451646885504953,90157.80802231154,1,0.8841009763012744,1,0
whatsapp,6.078458349829034,mid,93369.27043219541,11,42004.9196337913,8657.063814790252,14620.44189874897,23277.50571353922,0.5541614152932073,69621.00139956287,0,0.40470737134544227,0,0
app,89.90485315094686,high,138673.6705623476,0,51199.29559984194,28139.28540361912,10749.129408320314,38888.41481193944,0.759549801541791,57783.33362544641,0,0.771488639780086,0,0
sms,44.0172098927205,low,21664.60979718969,8,66981.0797089549,31194.340088960867,13927.705645936117,45122.04573489699,0.6736536038379878,73804.81936226766,0,0.6282710304239933,0,0
web,102.57796904328498,mid,88973.03623292048,6,27274.72556659633,9978.737876225281,4949.807644884493,14928.545521109774,0.5473398984220371,27114.11953402507,0,0.4449589133621951,1,1
whatsapp,85.29837067279374,mid,311837.2126646066,2,47391.05440042621,14854.57081128183,8237.099686538611,23091.670497820443,0.4872580023797227,27204.67667016073,1,0.7889733355655825,1,0
app,70.3625439668152,low,133681.993980268,3,115843.56827525854,28776.369792830068,14968.762038087008,43745.131830917075,0.37762244794612393,196966.74658100394,1,0.641906342917142,1,0
app,54.815368781000025,mid,316644.9571649474,6,33521.21688454234,8818.92400974532,4894.049740979544,13712.973750724865,0.4090834112006339,37009.149110823135,0,0.47438188220109023,0,0
app,31.960982099955185,mid,118191.05709568004,14,19866.773030885568,1892.576164115395,1228.4466524434642,3121.022816558859,0.15709762283521383,8788.467829639409,0,0.8231350810742829,0,0
web,29.552587008831132,mid,207879.98763347772,23,54776.73891440119,29943.845397964556,14625.498331009194,44569.34372897375,0.8136545660124385,101096.5942872037,0,0.8206938425349525,0,0
web,15.957533167828004,mid,81390.50384018038,23,15797.520245289701,3499.929769540609,2320.543710113501,5820.473479654111,0.3684422231640807,27182.34571559281,0,0.7041339422542805,1,0
app,64.86055357102072,mid,89141.27896672953,0,20976.90229267116,7127.343071312904,3497.308038985559,10624.651110298462,0.5064928540002052,20159.419966973397,2,0.8097274740598378,1,1
app,195.52508171513222,mid,70246.43647104283,5,36428.55647798506,1014.6946239143745,6859.361877832878,7874.056501747253,0.21615065934621364,58548.78930082457,0,0.8850565699498256,0,0
whatsapp,257.64301331615843,mid,199023.4710252416,21,35797.14583814205,1219.1157872637589,6620.850018887772,7839.965806151531,0.21901091895985755,17868.469625632588,1,0.841771560968885,1,0
whatsapp,30.9185860019411,mid,58950.96763711921,4,39899.11927577467,8692.140070891573,5994.525487466576,14686.665558358149,0.3680949811660472,77778.35473196977,0,0.7599854023692444,1,1
app,122.89357058785065,high,28835.600676415652,10,109473.87641472156,32882.526627360865,10019.81614951747,42902.34277687834,0.3918957123099463,38684.536928668655,1,0.8133155153297597,1,0
app,161.78513841553433,mid,185675.157821495,16,37884.848316176736,266.97913101664886,9522.626748377956,9789.605879394605,0.25840425168640485,67704.49835208297,1,0.9563439023706669,1,1
web,38.70590468592418,high,55042.471373649634,2,27209.366368548952,6752.038116294086,12208.389887528154,18960.42800382224,0.6968346027248329,54315.74807015584,0,0.8275064282087587,1,0
web,110.77302109166408,mid,170072.45796467472,11,26355.424107101604,10468.102277220189,10478.10918260145,20946.21145982164,0.7947590361172588,19023.91066350891,2,0.9086738430101443,0,1
whatsapp,145.03764630462567,mid,92292.00266745512,19,28910.20328254097,4183.709194884768,6655.5297480939,10839.238942978667,0.3749278009928261,48029.48558954977,1,0.6441955387962236,0,0
app,15.690182761543955,mid,408285.63886890543,9,19794.312690239585,6715.803771210407,4398.8224998342375,11114.626271044644,0.5615060469629327,36521.11883865224,0,0.8358626427320399,1,0
whatsapp,92.80173390533767,low,284893.25587642816,6,48051.45847502989,10081.625652285044,14017.74270939644,24099.36836168148,0.5015325054952245,91998.59829634031,2,0.7011400307122829,1,0
whatsapp,25.636323496466595,high,469970.20086411753,14,42228.51471323801,16985.4781331622,780.9755819435993,17766.4537151058,0.4207217288070111,63229.57487214728,1,0.6697395706466438,1,0
web,95.62044752790396,low,50576.152110241674,20,45861.54161249705,15509.324030733616,10332.694934005012,25842.01896473863,0.5634790732306478,60359.06682057414,0,0.6173092769663278,1,0
whatsapp,66.55246808438446,mid,106514.02868618377,17,54194.821776528035,8833.455719048132,21179.007678431684,30012.463397479816,0.5537883955267165,21038.77961876193,1,0.8665026027581014,1,0
app,12.26398477444343,mid,28634.097871320962,18,49495.42320998859,10164.392682000884,9401.914099664364,19566.306781665247,0.3953154759108435,51702.10726484503,1,0.8923041264017247,0,0
whatsapp,36.1522315996732,mid,142503.89248588242,0,18201.583067132608,5002.624654239723,3317.0338301798643,8319.658484419588,0.457084334573225,16558.57982017884,0,0.7927908726443179,0,0
web,32.38532126296762,low,55009.16417799845,21,31551.80551364971,10618.139525653422,8592.599204753873,19210.738730407294,0.6088633730357043,7556.893137474086,0,0.5483654307089914,0,0
app,141.12120791406807,mid,110598.3048370815,12,32208.27191829804,11795.068944067903,1153.0786778280235,12948.147621895927,0.40201311187204286,22995.45036511787,4,0.41651740869023296,1,1
whatsapp,61.92079509862599,mid,17518.839276843584,23,72303.5768065702,4198.821640808471,8668.600565108547,12867.422205917017,0.17796384043821964,111197.5673510852,0,0.9302526275676433,1,0
app,29.869927679372267,low,18756.29412250571,3,75550.40354842997,16969.579527091282,6114.212740505209,23083.79226759649,0.3055416143846157,56482.199779261166,0,0.9463625434955146,1,0
web,103.50935012969957,low,60697.44735166317,17,29348.317168795027,15438.172339165132,4320.6620655187535,19758.834404683887,0.6732527214777657,7642.088035459718,0,0.597912465930123,1,1
sms,52.60990138998585,high,67250.9443575326,11,22122.708705857087,5041.28209651781,4635.827167836096,9677.109264353905,0.43742877027494587,35101.258502683544,0,0.6550209839839604,0,0
whatsapp,77.57678481108287,low,233908.9732121636,3,39311.169568593934,2682.7664691546347,12013.513381129882,14696.279850284516,0.3738448896729217,65063.19267367869,2,0.755987648963556,0,0
web,58.04686489620691,low,83732.58455047058,3,30965.978607270823,13314.064357317699,4643.949293468314,17958.01365078601,0.5799272123300332,7708.157235995352,0,0.3496524858926413,0,0
sms,251.72718735766597,mid,151355.82377448695,4,34829.50826362581,3650.4114788477864,14653.115259131278,18303.526737979064,0.5255178051736765,59376.597138574056,2,0.32246450762233947,1,0
sms,77.05021179381339,low,26458.940969651416,18,66689.35838627657,16855.394462219498,5021.82727178338,21877.221734002876,0.3280466668652911,108997.38277491156,0,0.7444023773820385,0,0
app,112.2919038533918,low,130135.44033323755,8,41541.055490278915,25524.906068829856,4422.002613256314,29946.90868208617,0.7208990799257398,54740.686734696705,0,0.6161718560033791,1,0
app,140.67621263368363,mid,124718.051510639,6,28568.91647049578,13030.786795379288,6697.757085934227,19728.543881313515,0.6905597522988994,8002.307648947995,0,0.6784249047785861,1,1
app,62.44394805860339,high,165922.82433782102,6,26123.27341987738,11630.228421450662,13170.919370650114,24801.147792100775,0.9493889756262096,49613.04333320458,1,0.699895604266578,1,0
web,164.2174467859954,mid,121329.9413329844,11,17711.77008188453,5190.696188103886,7136.597523812101,12327.293711915987,0.6959944519901065,6738.943239423585,0,0.7072942795910243,1,1
app,123.72392711480401,high,301303.52025094203,9,48107.95028140558,6967.631639063435,13008.133203904963,19975.764842968398,0.4152279348033109,71916.51885107592,0,0.773460790375104,1,0
web,7.227045407596751,high,86865.68496046167,19,41818.43317524991,14313.372108123103,15219.340206401606,29532.71231452471,0.706212788766164,65861.34171857113,0,0.8172587588142592,1,0
app,34.503929321350036,mid,57649.67884461531,20,48134.31074454203,7438.718771051521,3653.8180183282316,11092.536789379752,0.2304496858436378,91684.47708462081,1,0.6417485033056516,1,0
web,63.20633818216544,mid,170768.67498817274,12,36011.97576398067,7380.018065779327,4658.619501533479,12038.637567312806,0.33429539234983885,68624.66718995661,0,0.37633722803093556,0,0
web,69.0295153754406,mid,131421.12535538824,22,21415.890971693683,5450.646203701936,627.6542083399997,6078.300412041936,0.28382197220166516,15031.687905515864,0,0.8863660813942686,1,0
